Book Name,Author,Ratting,Ratting count,Price
Fault Line (Coastal University Book 2),Fault Line (Coastal University Book 2),3.8 out of 5 stars,"1,385",₹330.00
Overruled (The Defiant Kings Book 4),Overruled (The Defiant Kings Book 4),4.6 out of 5 stars,"1,284",₹409.00
Desire or Defense: An Enemies-to-Lovers Hockey Romance (D.C. Eagles Hockey Book 1),Desire or Defense: An Enemies-to-Lovers Hockey Romance (D.C. Eagles Hockey Book 1),4.1 out of 5 stars,"5,358",₹416.00
Carrie Soto Is Back,Carrie Soto Is Back,4.4 out of 5 stars,0,₹888.00
Crossing Blades (Arctic Titans of Northwood U Book 1),Crossing Blades (Arctic Titans of Northwood U Book 1),4.2 out of 5 stars,816,₹299.00
Pucked Over,Pucked Over,4.5 out of 5 stars,0,₹836.00
Christmas Cupid,Christmas Cupid,3.9 out of 5 stars,"3,314",₹249.00
The Tip-Off: A College Sports Romance (Smart Jocks Book 3),The Tip-Off: A College Sports Romance (Smart Jocks Book 3),4.4 out of 5 stars,"1,531","₹6,999.00"
Pucking Ever After: Volume 2 (Jacksonville Rays),Pucking Ever After: Volume 2 (Jacksonville Rays),4.6 out of 5 stars,"5,067",₹333.00
"The Right Move: Windy City Series, Book 2","The Right Move: Windy City Series, Book 2",4.6 out of 5 stars,0,₹703.00
Play Fake: An Enemies to Lovers Sports Romance (Plays & Penalties Book 1),Play Fake: An Enemies to Lovers Sports Romance (Plays & Penalties Book 1),4.3 out of 5 stars,"2,857",₹415.00
Fresh Meet: A Single Dad Sports Romance (Kings Of The Water Book 2),Fresh Meet: A Single Dad Sports Romance (Kings Of The Water Book 2),4.2 out of 5 stars,"3,912",₹327.00
Best Friends Never Kiss: A Reverse Harem Hockey Romance,Best Friends Never Kiss: A Reverse Harem Hockey Romance,4.1 out of 5 stars,"1,463",₹82.00
Before You: An absolutely perfect and feel-good will-they-won't-they romance to curl up with (Kathryn Freeman's Irresistible Romcom Collection),Before You: An absolutely perfect and feel-good will-they-won't-they romance to curl up with (Kathryn Freeman's Irresistible Romcom Collection),4.5 out of 5 stars,474,₹99.00
Iced (The Defiant Kings Book 3),Iced (The Defiant Kings Book 3),4.3 out of 5 stars,"2,933",₹415.00
"The Baby Blitz: A Surprise Baby Enemies to Lovers Romance [College Football Player, Girl Next Door] (Varsity Dads Book 3)","The Baby Blitz: A Surprise Baby Enemies to Lovers Romance [College Football Player, Girl Next Door] (Varsity Dads Book 3)",4.5 out of 5 stars,"1,225",₹412.00
Ripple Effect (Coastal University Book 3),Ripple Effect (Coastal University Book 3),4.1 out of 5 stars,401,₹332.00
Flirtation or Faceoff: An Enemies to Lovers Hockey Romcom (D.C. Eagles Hockey Book 2),Flirtation or Faceoff: An Enemies to Lovers Hockey Romcom (D.C. Eagles Hockey Book 2),4.2 out of 5 stars,"1,684",₹416.00
The Cheat Sheet: It's the game-changing romantic list to help turn these friends into lovers that became a TikTok sensation!,The Cheat Sheet: It's the game-changing romantic list to help turn these friends into lovers that became a TikTok sensation!,4.2 out of 5 stars,"16,824",₹318.60
For the Fans,For the Fans,4.6 out of 5 stars,0,"₹1,842.00"
First Man On Ice (Twin City U Book 1): An MM enemies to lovers hockey romance,First Man On Ice (Twin City U Book 1): An MM enemies to lovers hockey romance,3.9 out of 5 stars,59,₹248.00
Too Far: A Why Choose Sports Romance (Boys of Lake Chapel Book 3),Too Far: A Why Choose Sports Romance (Boys of Lake Chapel Book 3),4.4 out of 5 stars,407,₹449.00
Taken By A Sinner (The Sinners Series),Taken By A Sinner (The Sinners Series),4.4 out of 5 stars,"15,471",₹414.00
Secret History,Secret History,4.4 out of 5 stars,"37,146",₹489.00
SIX OF CROWS,SIX OF CROWS,4.7 out of 5 stars,"34,844",₹299.00
Ruthless King : A Dark Mafia Romance (Kings of Temptation),Ruthless King : A Dark Mafia Romance (Kings of Temptation),4.3 out of 5 stars,"1,453",₹332.00
The Bandit Queens : A Novel: A Novel [LONGLISTED FOR THE WOMEN'S PRIZE FOR FICTION 2023],The Bandit Queens : A Novel: A Novel [LONGLISTED FOR THE WOMEN'S PRIZE FOR FICTION 2023],4.2 out of 5 stars,"3,432",₹299.00
"The Silent Patient: The record-breaking, multimillion copy Sunday Times bestselling thriller and TikTok sensation","The Silent Patient: The record-breaking, multimillion copy Sunday Times bestselling thriller and TikTok sensation",4.5 out of 5 stars,"281,915",₹195.70
The Hidden Hindu,The Hidden Hindu,4.4 out of 5 stars,"3,105",₹151.05
The Ritual: A Dark College Romance,The Ritual: A Dark College Romance,4.4 out of 5 stars,"49,058",₹411.00
THE PICTURE OF DORIAN GRAY,THE PICTURE OF DORIAN GRAY,4.5 out of 5 stars,"22,259",₹139.00
Rise of a Queen: A Dark Billionaire Romance (Kingdom Duet Book 2),Rise of a Queen: A Dark Billionaire Romance (Kingdom Duet Book 2),4.6 out of 5 stars,"7,217",₹449.00
Where the Crawdads Sing,Where the Crawdads Sing,4.5 out of 5 stars,"498,884",₹283.00
The Devil’s Desire: An Arranged Marriage Mafia Romance (The Devils Series),The Devil’s Desire: An Arranged Marriage Mafia Romance (The Devils Series),4.4 out of 5 stars,536,₹99.00
Consumed by Deception: A Dark Marriage Mafia Romance (Deception Trilogy Book 3),Consumed by Deception: A Dark Marriage Mafia Romance (Deception Trilogy Book 3),4.5 out of 5 stars,"8,999",₹449.00
"Too Late: The darkest thriller of the year, from the global bestseller","Too Late: The darkest thriller of the year, from the global bestseller",4.3 out of 5 stars,"51,073",₹248.00
தஷுரி (பாகம் 01) (Tamil Edition),தஷுரி (பாகம் 01) (Tamil Edition),4.5 out of 5 stars,0,₹119.00
Heart of My Monster: A Dark Mafia Romance (Monster Trilogy Book 3),Heart of My Monster: A Dark Mafia Romance (Monster Trilogy Book 3),4.6 out of 5 stars,"5,355",₹449.00
The Maddest Obsession (Made Book 2),The Maddest Obsession (Made Book 2),4.5 out of 5 stars,"25,591",₹275.00
Samsara: Enter The Valley Of The Gods,Samsara: Enter The Valley Of The Gods,4.3 out of 5 stars,"1,035",₹162.00
"Set of 3 Books Hidden Hindu Triology Based on Hindu Mythology | The Hidden Hindu 1,2,3 ""द हिडन हिंदू-1,2,3 | Premium Deluxe Edition Book in Hindi | Akshat Gupta","Set of 3 Books Hidden Hindu Triology Based on Hindu Mythology | The Hidden Hindu 1,2,3 ""द हिडन हिंदू-1,2,3 | Premium Deluxe Edition Book in Hindi | Akshat Gupta",4.2 out of 5 stars,97,₹699.00
A Game of Thrones: Book 1 of A Song of Ice and Fire,A Game of Thrones: Book 1 of A Song of Ice and Fire,4.6 out of 5 stars,0,"₹1,101.00"
"Seven Moons of Maali, The: WINNER OF THE 2022 BOOKER PRIZE [Paperback] Karunatilaka, Shehan [Paperback] Karunatilaka, Shehan","Seven Moons of Maali, The: WINNER OF THE 2022 BOOKER PRIZE [Paperback] Karunatilaka, Shehan [Paperback] Karunatilaka, Shehan",4.5 out of 5 stars,"4,377",₹239.00
Keeping My Bride: A Dark Mafia Arranged Marriage Romance (Keeping What's Mine Book 1),Keeping My Bride: A Dark Mafia Arranged Marriage Romance (Keeping What's Mine Book 1),4.2 out of 5 stars,"4,489",₹416.00
The Thursday Murder Club,The Thursday Murder Club,4.2 out of 5 stars,"141,429",₹349.00
The Night Whispers: An unputdownable new thriller with a shocking twist (A Slayton Thriller Book 2),The Night Whispers: An unputdownable new thriller with a shocking twist (A Slayton Thriller Book 2),4.3 out of 5 stars,"2,393",₹260.76
"William Warwick Book 6: Out now, the latest William Warwick crime thriller, new for 2023 from the Sunday Times bestselling author of NEXT IN LINE (William Warwick Novels)","William Warwick Book 6: Out now, the latest William Warwick crime thriller, new for 2023 from the Sunday Times bestselling author of NEXT IN LINE (William Warwick Novels)",4.4 out of 5 stars,"5,710",₹324.00
"Trust No One: A suspenseful, completely addictive psychological thriller from TOP 10 BESTSELLER Keri Beevis","Trust No One: A suspenseful, completely addictive psychological thriller from TOP 10 BESTSELLER Keri Beevis",4.5 out of 5 stars,"1,476",₹348.51
Ruthless Salvation: A Grumpy/Sunshine Stalker Mafia Romance (The Byrne Brothers Book 3),Ruthless Salvation: A Grumpy/Sunshine Stalker Mafia Romance (The Byrne Brothers Book 3),4.4 out of 5 stars,"2,601",₹399.00
The Da Vinci Code: (Robert Langdon Book 2) [Paperback] Dan Brown,The Da Vinci Code: (Robert Langdon Book 2) [Paperback] Dan Brown,4.7 out of 5 stars,0,₹340.00
Never Lie: An addictive psychological thriller,Never Lie: An addictive psychological thriller,4.3 out of 5 stars,"103,857",₹333.00
"The Couple Across The Street: A BRAND NEW page-turning psychological thriller from Anita Waller, author of The Family at No 12","The Couple Across The Street: A BRAND NEW page-turning psychological thriller from Anita Waller, author of The Family at No 12",4.0 out of 5 stars,"2,906",₹232.11
The Girl in the Glass Case : Keep Your Girls Safe. Boys Safer.,The Girl in the Glass Case : Keep Your Girls Safe. Boys Safer.,4.4 out of 5 stars,995,₹170.00
"Joey: A brother's best friend, standalone dark mafia romance (Chicago Ruthless Book 2)","Joey: A brother's best friend, standalone dark mafia romance (Chicago Ruthless Book 2)",4.4 out of 5 stars,"11,353",₹411.00
Project Hail Mary: The Sunday Times bestseller from the author of The Martian,Project Hail Mary: The Sunday Times bestseller from the author of The Martian,4.7 out of 5 stars,"110,994",₹365.00
METAMORPHOSIS (PB),METAMORPHOSIS (PB),4.5 out of 5 stars,"11,328",₹149.00
The Hidden Hindu 2,The Hidden Hindu 2,4.6 out of 5 stars,"1,649",₹167.20
The Housemaid's Secret: A totally gripping psychological thriller with a shocking twist,The Housemaid's Secret: A totally gripping psychological thriller with a shocking twist,4.3 out of 5 stars,"120,015",₹260.00
"Girl with Broken Dreams, The","Girl with Broken Dreams, The",4.4 out of 5 stars,129,₹164.00
The Locked Door: A gripping psychological thriller with a jaw-dropping twist Freida McFadden,The Locked Door: A gripping psychological thriller with a jaw-dropping twist Freida McFadden,4.3 out of 5 stars,"68,691",₹299.00
Reign of a King: A Dark Billionaire Romance (Kingdom Duet Book 1),Reign of a King: A Dark Billionaire Romance (Kingdom Duet Book 1),4.4 out of 5 stars,"6,827",₹415.00
The Locked Door: A gripping psychological thriller with a jaw-dropping twist,The Locked Door: A gripping psychological thriller with a jaw-dropping twist,4.3 out of 5 stars,"68,691",₹129.00
Murder on the Orient Express (Poirot),Murder on the Orient Express (Poirot),4.5 out of 5 stars,"30,619",₹267.00
Empire of Sin: An Enemies to Lovers Romance,Empire of Sin: An Enemies to Lovers Romance,4.4 out of 5 stars,"7,390",₹449.00
Cruel Saints (The Saints Series),Cruel Saints (The Saints Series),4.5 out of 5 stars,"8,490",₹412.00
De Lucci's Obsession,De Lucci's Obsession,4.2 out of 5 stars,"1,868",₹247.00
The Unexpected Guest,The Unexpected Guest,4.5 out of 5 stars,"3,447",₹250.00
Throne of Power: An Arranged Marriage Mafia Romance (Throne Duet Book 1),Throne of Power: An Arranged Marriage Mafia Romance (Throne Duet Book 1),4.4 out of 5 stars,"5,132",₹416.00
The Murder of Roger Ackroyd (Poirot),The Murder of Roger Ackroyd (Poirot),4.6 out of 5 stars,"24,720",₹275.00
"Girl Who Knew Too Much, The: What if the Loved One You Lost Were to Come Back?","Girl Who Knew Too Much, The: What if the Loved One You Lost Were to Come Back?",4.1 out of 5 stars,"2,422",₹137.00
Yellowface: The instant #1 Sunday Times bestseller and Reese Witherspoon Book Club pick from author R.F. Kuang,Yellowface: The instant #1 Sunday Times bestseller and Reese Witherspoon Book Club pick from author R.F. Kuang,4.0 out of 5 stars,0,₹351.64
The Complete Novels of Sherlock Holmes (Deluxe Edition),The Complete Novels of Sherlock Holmes (Deluxe Edition),4.6 out of 5 stars,"1,766",₹469.00
